COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10460.2         | 10349.6         | 8495.1         
2    | 550.5           | 550.4           | 507.5          
3    | 9.3             | 9.3             | 5.8            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29982.6         | 28514.8         | 23448.9        
10   | 2609.7          | 2606.7          | 2315.2         
11   | 107.3           | 107.3           | 101.3          
12   | 6.0             | 6.0             | 4.1            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13718.3         | 13492.7         | 12043.6        
18   | 316.8           | 316.8           | 293.6          
19   | 5.0             | 5.0             | 4.3            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 14814.7         | 14706.7         | 12914.9        
26   | 426.8           | 426.8           | 393.4          
27   | 8.7             | 8.7             | 8.0            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 73016.7         | 71101.5         | 60535.8        
=================================================================
