COUNTRATE ANALYSIS: round_24.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10685.9         | 10562.2         | 8676.3         
2    | 577.1           | 577.0           | 536.6          
3    | 8.3             | 8.3             | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30503.0         | 28991.9         | 23787.7        
10   | 2710.2          | 2704.5          | 2400.1         
11   | 109.5           | 109.6           | 103.6          
12   | 5.4             | 5.4             | 3.2            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11847.2         | 11649.2         | 10381.2        
18   | 262.1           | 262.0           | 240.0          
19   | 4.1             | 4.1             | 1.8            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12573.9         | 12486.0         | 10938.7        
26   | 355.9           | 355.9           | 330.5          
27   | 5.7             | 5.7             | 4.3            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69649.0         | 67722.5         | 57403.9        
=================================================================
