COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11678.8         | 11552.5         | 9500.4         
2    | 686.2           | 685.9           | 643.5          
3    | 13.4            | 13.5            | 9.8            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32714.0         | 31043.0         | 25290.6        
10   | 3175.9          | 3170.5          | 2807.5         
11   | 133.9           | 134.0           | 125.0          
12   | 8.3             | 8.3             | 7.4            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11806.1         | 11612.2         | 10316.3        
18   | 274.5           | 274.5           | 253.8          
19   | 3.7             | 3.7             | 2.1            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12778.5         | 12694.6         | 11062.3        
26   | 411.0           | 411.3           | 367.5          
27   | 7.3             | 7.3             | 6.2            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 73692.6         | 71612.3         | 60392.5        
=================================================================
