COUNTRATE ANALYSIS: round_29.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11646.4         | 11515.7         | 9452.7         
2    | 690.8           | 690.4           | 650.3          
3    | 11.4            | 11.4            | 9.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32377.9         | 30756.1         | 25086.0        
10   | 3102.9          | 3097.8          | 2749.2         
11   | 132.2           | 132.4           | 124.7          
12   | 7.1             | 7.1             | 6.6            
13   | 0.2             | 0.2             | 0.1            
14   | 0.1             | 0.1             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12629.9         | 12422.3         | 11063.1        
18   | 293.0           | 292.4           | 272.1          
19   | 5.2             | 5.2             | 4.3            
20   | 0.5             | 0.5             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13701.4         | 13597.6         | 11863.7        
26   | 452.9           | 452.8           | 420.2          
27   | 6.3             | 6.2             | 4.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75058.7         | 72989.0         | 61707.5        
=================================================================
