COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10378.9         | 10271.0         | 8438.8         
2    | 545.5           | 545.4           | 511.9          
3    | 8.2             | 8.2             | 7.5            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29867.7         | 28393.6         | 23376.8        
10   | 2560.2          | 2557.3          | 2280.4         
11   | 93.0            | 93.0            | 86.6           
12   | 5.0             | 4.9             | 3.4            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12320.6         | 12119.6         | 10781.2        
18   | 261.2           | 260.6           | 242.3          
19   | 3.7             | 3.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13047.0         | 12956.5         | 11292.4        
26   | 386.9           | 386.8           | 360.1          
27   | 4.9             | 4.9             | 1.5            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69483.3         | 67606.0         | 57382.9        
=================================================================
