COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11663.6         | 11532.5         | 9460.0         
2    | 684.0           | 683.3           | 639.8          
3    | 10.3            | 10.2            | 7.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32596.4         | 30942.5         | 25191.2        
10   | 3160.8          | 3155.7          | 2794.1         
11   | 132.7           | 132.7           | 123.2          
12   | 8.7             | 8.7             | 6.7            
13   | 0.5             | 0.5             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15275.8         | 15023.0         | 13445.2        
18   | 396.4           | 396.9           | 369.3          
19   | 7.4             | 7.4             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16989.8         | 16863.8         | 14925.5        
26   | 481.5           | 481.3           | 452.1          
27   | 8.9             | 8.9             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81417.0         | 79247.9         | 67414.8        
=================================================================
