COUNTRATE ANALYSIS: round_7.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10572.2         | 10449.0         | 8567.6         
2    | 583.3           | 582.5           | 548.2          
3    | 10.1            | 10.1            | 9.7            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30250.4         | 28760.1         | 23695.3        
10   | 2575.8          | 2570.3          | 2297.8         
11   | 91.1            | 90.6            | 83.1           
12   | 5.1             | 5.0             | 5.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17249.5         | 16946.8         | 15180.9        
18   | 445.0           | 444.1           | 411.6          
19   | 10.8            | 10.7            | 9.2            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19338.8         | 19180.3         | 17036.7        
26   | 544.8           | 544.5           | 512.2          
27   | 14.1            | 14.1            | 8.3            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81691.8         | 79608.8         | 68365.7        
=================================================================
