COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10589.4         | 10468.8         | 8584.1         
2    | 579.8           | 579.6           | 539.3          
3    | 10.1            | 10.1            | 8.3            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30078.9         | 28577.4         | 23535.5        
10   | 2614.6          | 2609.6          | 2328.6         
11   | 92.3            | 92.3            | 86.0           
12   | 4.8             | 4.8             | 3.9            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16954.4         | 16670.7         | 14902.2        
18   | 432.3           | 432.2           | 390.6          
19   | 9.3             | 9.3             | 2.1            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18984.3         | 18838.1         | 16726.7        
26   | 522.9           | 522.7           | 490.6          
27   | 10.1            | 10.1            | 5.7            
28   | 0.5             | 0.5             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80884.5         | 78827.0         | 67603.6        
=================================================================
