COUNTRATE ANALYSIS: round_26.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11578.8         | 11454.4         | 9409.6         
2    | 669.6           | 670.1           | 622.2          
3    | 11.2            | 11.2            | 10.3           
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32371.4         | 30768.7         | 25150.2        
10   | 3066.7          | 3061.4          | 2714.8         
11   | 126.0           | 125.8           | 116.8          
12   | 9.0             | 9.0             | 8.5            
13   | 0.5             | 0.5             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12074.8         | 11889.8         | 10588.3        
18   | 267.9           | 267.9           | 245.1          
19   | 2.8             | 2.8             | 1.0            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13057.9         | 12963.2         | 11312.5        
26   | 413.2           | 413.3           | 372.9          
27   | 6.3             | 6.2             | 0.9            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 73656.9         | 71645.2         | 60553.1        
=================================================================
