COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10430.5         | 10324.9         | 8469.3         
2    | 555.6           | 555.1           | 520.1          
3    | 8.3             | 8.3             | 5.6            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29956.5         | 28470.1         | 23479.2        
10   | 2579.5          | 2574.5          | 2301.2         
11   | 96.7            | 96.5            | 89.2           
12   | 6.0             | 5.9             | 3.5            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11633.1         | 11447.9         | 10194.6        
18   | 241.1           | 241.0           | 219.6          
19   | 3.6             | 3.6             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12205.1         | 12113.7         | 10571.5        
26   | 360.4           | 360.2           | 336.1          
27   | 4.7             | 4.7             | 0.3            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68081.9         | 66207.6         | 56190.2        
=================================================================
