COUNTRATE ANALYSIS: round_19.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10400.4         | 10287.1         | 8420.6         
2    | 563.9           | 563.6           | 521.7          
3    | 7.7             | 7.7             | 6.9            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29862.9         | 28396.0         | 23342.5        
10   | 2575.8          | 2572.6          | 2286.9         
11   | 97.4            | 97.4            | 91.4           
12   | 5.1             | 5.1             | 4.4            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14960.2         | 14712.4         | 13117.3        
18   | 377.0           | 376.7           | 338.7          
19   | 6.2             | 6.2             | 1.3            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16407.9         | 16283.9         | 14368.3        
26   | 467.5           | 467.5           | 435.6          
27   | 9.1             | 9.1             | 8.5            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75742.0         | 73786.3         | 62944.1        
=================================================================
