COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10360.4         | 10249.1         | 8396.1         
2    | 549.8           | 550.1           | 509.3          
3    | 7.6             | 7.6             | 5.3            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29795.1         | 28341.9         | 23341.0        
10   | 2527.1          | 2522.6          | 2239.8         
11   | 91.3            | 91.1            | 86.5           
12   | 3.9             | 3.9             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14573.3         | 14328.5         | 12780.5        
18   | 348.7           | 348.6           | 327.0          
19   | 6.9             | 6.9             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16065.3         | 15950.0         | 14062.6        
26   | 449.1           | 449.1           | 421.6          
27   | 8.1             | 8.1             | 0.0            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 74786.9         | 72857.7         | 62169.7        
=================================================================
