COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10344.0         | 10233.6         | 8387.5         
2    | 550.3           | 550.8           | 515.5          
3    | 8.2             | 8.2             | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29607.8         | 28175.4         | 23184.4        
10   | 2527.7          | 2527.5          | 2251.6         
11   | 94.1            | 94.3            | 89.6           
12   | 4.0             | 4.0             | 2.7            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15638.0         | 15383.0         | 13730.8        
18   | 394.5           | 394.8           | 366.1          
19   | 8.9             | 8.8             | 3.3            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17258.4         | 17135.7         | 15132.0        
26   | 488.2           | 488.7           | 458.1          
27   | 10.4            | 10.4            | 9.3            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 76935.3         | 75016.2         | 64131.0        
=================================================================
