COUNTRATE ANALYSIS: round_20.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10597.9         | 10482.3         | 8588.2         
2    | 581.9           | 581.8           | 547.7          
3    | 9.2             | 9.2             | 8.1            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30225.1         | 28735.4         | 23630.4        
10   | 2654.4          | 2649.6          | 2353.8         
11   | 101.1           | 101.1           | 94.1           
12   | 4.6             | 4.6             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15983.2         | 15724.8         | 14026.4        
18   | 413.8           | 413.6           | 343.9          
19   | 5.7             | 5.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17732.0         | 17592.6         | 15554.6        
26   | 503.5           | 503.3           | 472.1          
27   | 10.1            | 10.1            | 7.6            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78822.8         | 76814.4         | 65626.8        
=================================================================
