COUNTRATE ANALYSIS: round_18.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10485.2         | 10374.6         | 8490.5         
2    | 580.3           | 579.8           | 544.8          
3    | 9.9             | 9.8             | 8.7            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30063.0         | 28560.2         | 23499.9        
10   | 2617.1          | 2611.6          | 2319.9         
11   | 101.7           | 101.7           | 96.6           
12   | 5.0             | 5.0             | 3.8            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15547.2         | 15283.6         | 13626.0        
18   | 394.7           | 394.5           | 369.9          
19   | 7.4             | 7.4             | 4.0            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17174.1         | 17045.6         | 15052.9        
26   | 483.7           | 483.1           | 445.6          
27   | 9.8             | 9.7             | 9.2            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77480.2         | 75467.8         | 64471.8        
=================================================================
