COUNTRATE ANALYSIS: round_22.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10585.4         | 10470.3         | 8577.4         
2    | 583.7           | 583.5           | 543.4          
3    | 9.8             | 9.8             | 9.1            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30227.4         | 28739.4         | 23621.6        
10   | 2639.8          | 2635.8          | 2338.5         
11   | 101.2           | 101.2           | 94.9           
12   | 4.9             | 4.9             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16267.2         | 15987.6         | 14301.9        
18   | 416.1           | 415.9           | 393.6          
19   | 6.5             | 6.5             | 5.2            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18139.7         | 18000.1         | 15988.3        
26   | 491.9           | 491.9           | 451.8          
27   | 11.9            | 11.9            | 0.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79486.1         | 77459.4         | 66326.2        
=================================================================
