COUNTRATE ANALYSIS: round_16.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10391.4         | 10279.6         | 8454.6         
2    | 544.0           | 543.9           | 506.4          
3    | 8.3             | 8.3             | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29780.4         | 28328.4         | 23349.0        
10   | 2542.3          | 2539.6          | 2270.2         
11   | 96.7            | 96.7            | 90.1           
12   | 6.1             | 6.1             | 3.3            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16646.6         | 16367.7         | 14638.2        
18   | 434.8           | 434.7           | 406.0          
19   | 9.3             | 9.3             | 6.9            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18561.8         | 18412.3         | 16333.6        
26   | 506.0           | 505.9           | 477.9          
27   | 11.1            | 11.1            | 9.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79539.7         | 77544.4         | 66546.2        
=================================================================
