COUNTRATE ANALYSIS: round_1.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10817.1         | 10702.8         | 8792.7         
2    | 592.4           | 591.9           | 553.7          
3    | 10.3            | 10.4            | 9.0            
4    | 0.6             | 0.6             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30742.9         | 29213.9         | 24000.2        
10   | 2714.1          | 2712.5          | 2415.7         
11   | 102.6           | 102.8           | 97.5           
12   | 4.9             | 5.0             | 4.3            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16855.1         | 16581.7         | 14803.6        
18   | 444.9           | 445.0           | 420.3          
19   | 6.9             | 6.9             | 6.5            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18869.3         | 18729.6         | 16568.0        
26   | 552.0           | 551.0           | 524.1          
27   | 10.6            | 10.6            | 6.1            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81724.4         | 79665.4         | 68201.7        
=================================================================
