COUNTRATE ANALYSIS: round_10.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10510.4         | 10399.7         | 8519.6         
2    | 564.5           | 564.3           | 526.6          
3    | 8.5             | 8.4             | 6.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30099.1         | 28628.3         | 23538.7        
10   | 2624.4          | 2621.3          | 2331.7         
11   | 92.0            | 91.8            | 87.4           
12   | 3.7             | 3.7             | 0.4            
13   | 0.1             | 0.1             | 0.0            
14   | 0.1             | 0.1             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16046.1         | 15777.2         | 14118.2        
18   | 404.5           | 404.2           | 382.6          
19   | 6.8             | 6.8             | 6.1            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17867.3         | 17737.8         | 15758.8        
26   | 468.2           | 467.6           | 439.6          
27   | 9.1             | 9.1             | 7.4            
28   | 0.5             | 0.5             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78705.7         | 76721.2         | 65723.7        
=================================================================
