COUNTRATE ANALYSIS: round_2.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10841.4         | 10716.8         | 8802.4         
2    | 604.7           | 603.5           | 566.3          
3    | 9.7             | 9.7             | 7.1            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30851.3         | 29311.0         | 24101.2        
10   | 2719.4          | 2713.9          | 2416.9         
11   | 100.6           | 100.6           | 93.0           
12   | 5.2             | 5.2             | 2.4            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17615.5         | 17312.3         | 15528.8        
18   | 456.0           | 455.9           | 426.8          
19   | 9.5             | 9.5             | 7.4            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19930.3         | 19764.0         | 17587.4        
26   | 566.6           | 566.7           | 531.2          
27   | 12.0            | 11.9            | 9.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 83723.2         | 81582.0         | 70080.4        
=================================================================
