COUNTRATE ANALYSIS: round_20.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 9942.2          | 9836.2          | 8061.0         
2    | 496.9           | 496.5           | 466.8          
3    | 7.1             | 7.1             | 4.1            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 28663.6         | 27263.3         | 22532.7        
10   | 2317.0          | 2313.4          | 2068.7         
11   | 80.6            | 80.8            | 75.9           
12   | 4.7             | 4.7             | 3.9            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11333.9         | 11150.6         | 9959.1         
18   | 219.0           | 218.9           | 203.3          
19   | 3.4             | 3.4             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11810.5         | 11723.5         | 10251.3        
26   | 320.6           | 321.1           | 287.8          
27   | 5.6             | 5.5             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 65205.5         | 63425.7         | 53914.5        
=================================================================
