COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10634.2         | 10523.6         | 8648.7         
2    | 584.5           | 584.4           | 548.2          
3    | 9.5             | 9.5             | 8.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30392.1         | 28871.4         | 23758.5        
10   | 2644.8          | 2640.6          | 2354.1         
11   | 97.1            | 97.1            | 91.9           
12   | 4.9             | 4.9             | 3.4            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12499.9         | 12296.8         | 10962.0        
18   | 277.6           | 277.3           | 250.6          
19   | 2.7             | 2.7             | 1.5            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13319.6         | 13229.1         | 11615.5        
26   | 378.6           | 378.4           | 348.6          
27   | 5.3             | 5.3             | 1.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70851.7         | 68921.9         | 58593.5        
=================================================================
