COUNTRATE ANALYSIS: round_15.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10077.6         | 9972.0          | 8172.7         
2    | 525.6           | 525.3           | 475.8          
3    | 6.8             | 6.8             | 6.0            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29041.1         | 27647.2         | 22796.3        
10   | 2439.9          | 2436.0          | 2163.6         
11   | 88.6            | 88.6            | 78.9           
12   | 5.1             | 5.1             | 0.9            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11633.1         | 11444.0         | 10202.0        
18   | 238.9           | 238.7           | 209.0          
19   | 2.7             | 2.7             | 0.4            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12140.6         | 12049.0         | 10538.8        
26   | 339.2           | 339.1           | 313.4          
27   | 3.9             | 3.9             | 0.6            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 66543.8         | 64759.0         | 54958.4        
=================================================================
