COUNTRATE ANALYSIS: round_5.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10664.9         | 10544.6         | 8659.1         
2    | 576.8           | 576.5           | 542.0          
3    | 9.4             | 9.4             | 7.8            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30529.8         | 29032.6         | 23850.3        
10   | 2692.7          | 2688.1          | 2395.9         
11   | 97.8            | 97.8            | 90.6           
12   | 5.7             | 5.7             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15244.8         | 14989.0         | 13423.0        
18   | 367.1           | 367.0           | 345.5          
19   | 6.6             | 6.6             | 3.7            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16905.6         | 16780.6         | 14889.5        
26   | 437.0           | 437.0           | 409.8          
27   | 9.2             | 9.2             | 4.7            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77547.9         | 75544.7         | 64622.1        
=================================================================
