COUNTRATE ANALYSIS: round_28.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11843.6         | 11715.1         | 9635.1         
2    | 704.9           | 704.1           | 658.8          
3    | 12.3            | 12.3            | 9.3            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32966.1         | 31306.8         | 25535.7        
10   | 3199.2          | 3194.5          | 2826.0         
11   | 132.7           | 132.9           | 124.1          
12   | 8.6             | 8.7             | 7.2            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13326.0         | 13122.0         | 11668.2        
18   | 337.9           | 338.5           | 314.3          
19   | 5.3             | 5.3             | 1.8            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 14635.7         | 14534.1         | 12716.5        
26   | 469.4           | 470.0           | 433.0          
27   | 9.0             | 8.9             | 0.5            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77651.9         | 75554.5         | 63930.7        
=================================================================
