COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10436.2         | 10326.1         | 8463.2         
2    | 559.9           | 559.6           | 523.9          
3    | 9.1             | 9.2             | 8.5            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29950.0         | 28483.8         | 23494.8        
10   | 2571.9          | 2568.5          | 2288.9         
11   | 96.0            | 95.7            | 90.3           
12   | 4.8             | 4.7             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11671.9         | 11488.2         | 10212.8        
18   | 244.1           | 244.5           | 206.5          
19   | 2.6             | 2.6             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12356.7         | 12277.5         | 10689.7        
26   | 378.1           | 378.8           | 348.6          
27   | 7.1             | 7.1             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68288.7         | 66446.9         | 56327.2        
=================================================================
