COUNTRATE ANALYSIS: round_4.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10805.1         | 10684.8         | 8779.1         
2    | 597.2           | 597.0           | 547.8          
3    | 9.3             | 9.3             | 6.0            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30844.7         | 29294.8         | 24069.1        
10   | 2746.8          | 2740.2          | 2433.6         
11   | 108.0           | 107.9           | 99.1           
12   | 7.2             | 7.2             | 5.5            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11791.5         | 11604.6         | 10337.1        
18   | 261.7           | 261.5           | 234.3          
19   | 3.6             | 3.6             | 2.8            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12587.7         | 12494.0         | 10932.0        
26   | 373.5           | 373.5           | 342.6          
27   | 6.8             | 6.8             | 4.2            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70143.8         | 68185.9         | 57793.1        
=================================================================
