COUNTRATE ANALYSIS: round_28.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11881.5         | 11748.7         | 9653.7         
2    | 695.8           | 696.4           | 652.6          
3    | 11.5            | 11.5            | 1.6            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32975.3         | 31301.8         | 25465.9        
10   | 3259.0          | 3251.8          | 2884.5         
11   | 136.5           | 136.4           | 127.5          
12   | 8.5             | 8.4             | 6.1            
13   | 0.9             | 0.9             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11751.8         | 11558.0         | 10266.7        
18   | 273.5           | 273.0           | 253.9          
19   | 4.7             | 4.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12724.6         | 12634.9         | 10991.3        
26   | 425.8           | 425.6           | 395.5          
27   | 5.4             | 5.4             | 3.8            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 74155.2         | 72058.1         | 60703.0        
=================================================================
