COUNTRATE ANALYSIS: round_9.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10697.4         | 10579.3         | 8661.0         
2    | 586.4           | 586.2           | 544.9          
3    | 8.0             | 8.0             | 6.4            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30348.2         | 28832.8         | 23734.8        
10   | 2619.0          | 2614.2          | 2326.2         
11   | 101.7           | 101.7           | 94.7           
12   | 6.0             | 6.0             | 5.3            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11991.3         | 11795.5         | 10522.1        
18   | 256.9           | 256.9           | 237.3          
19   | 3.1             | 3.1             | 0.6            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12732.0         | 12646.4         | 11078.2        
26   | 357.6           | 357.6           | 330.4          
27   | 5.1             | 5.1             | 4.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69713.5         | 67793.6         | 57546.2        
=================================================================
