COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10422.9         | 10300.7         | 8435.1         
2    | 570.1           | 570.0           | 528.9          
3    | 7.7             | 7.7             | 6.4            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29984.8         | 28516.1         | 23491.4        
10   | 2585.5          | 2582.1          | 2306.7         
11   | 91.7            | 91.7            | 77.5           
12   | 4.2             | 4.2             | 0.9            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16553.4         | 16276.0         | 14542.5        
18   | 436.3           | 436.3           | 404.6          
19   | 10.1            | 10.1            | 9.6            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18455.8         | 18314.5         | 16255.7        
26   | 518.1           | 518.1           | 483.0          
27   | 11.2            | 11.2            | 10.3           
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79653.2         | 77640.1         | 66552.7        
=================================================================
