COUNTRATE ANALYSIS: round_15.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10653.4         | 10530.8         | 8627.7         
2    | 594.9           | 594.3           | 551.4          
3    | 11.3            | 11.2            | 9.9            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30557.4         | 29048.2         | 23872.9        
10   | 2696.9          | 2694.2          | 2402.6         
11   | 98.4            | 98.2            | 92.6           
12   | 5.5             | 5.5             | 1.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16631.9         | 16352.6         | 14633.9        
18   | 421.3           | 421.1           | 397.6          
19   | 7.8             | 7.8             | 4.2            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18557.9         | 18423.8         | 16334.9        
26   | 528.4           | 528.0           | 494.3          
27   | 11.9            | 11.9            | 8.5            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80777.6         | 78728.5         | 67431.6        
=================================================================
