COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11636.4         | 11512.7         | 9472.3         
2    | 690.3           | 690.5           | 641.5          
3    | 11.5            | 11.5            | 9.2            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32669.5         | 31022.1         | 25268.2        
10   | 3163.9          | 3161.5          | 2804.7         
11   | 128.0           | 127.9           | 120.2          
12   | 7.6             | 7.6             | 3.4            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17594.2         | 17299.6         | 15448.4        
18   | 494.5           | 493.9           | 461.1          
19   | 11.6            | 11.5            | 8.7            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19880.0         | 19726.6         | 17501.4        
26   | 591.4           | 590.7           | 555.3          
27   | 14.8            | 14.8            | 4.2            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 86895.0         | 84672.1         | 72298.8        
=================================================================
