COUNTRATE ANALYSIS: round_8.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10590.7         | 10479.7         | 8586.6         
2    | 573.6           | 573.4           | 528.4          
3    | 7.3             | 7.3             | 6.1            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30216.4         | 28722.1         | 23615.3        
10   | 2645.9          | 2641.0          | 2360.9         
11   | 92.6            | 92.6            | 87.1           
12   | 4.9             | 4.9             | 3.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17231.7         | 16943.9         | 15162.7        
18   | 460.5           | 460.1           | 422.6          
19   | 7.3             | 7.3             | 6.4            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19458.6         | 19302.4         | 17159.9        
26   | 532.7           | 532.7           | 500.5          
27   | 12.2            | 12.2            | 11.3           
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81835.1         | 79780.3         | 68450.8        
=================================================================
