COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10446.8         | 10325.3         | 8475.0         
2    | 559.0           | 558.7           | 521.4          
3    | 8.9             | 8.9             | 7.5            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29971.7         | 28493.4         | 23485.9        
10   | 2538.8          | 2536.0          | 2263.6         
11   | 98.6            | 98.6            | 89.6           
12   | 4.8             | 4.8             | 4.2            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16921.7         | 16635.0         | 14872.4        
18   | 444.6           | 444.1           | 413.5          
19   | 8.8             | 8.8             | 3.1            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19051.8         | 18900.1         | 16790.8        
26   | 529.9           | 529.7           | 496.2          
27   | 9.6             | 9.6             | 8.7            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80595.7         | 78553.8         | 67431.9        
=================================================================
