COUNTRATE ANALYSIS: round_12.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10573.7         | 10456.4         | 8579.7         
2    | 589.6           | 589.1           | 550.0          
3    | 9.4             | 9.3             | 9.0            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30221.6         | 28718.9         | 23627.7        
10   | 2624.9          | 2621.8          | 2329.4         
11   | 101.5           | 101.5           | 94.8           
12   | 5.8             | 5.8             | 4.2            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17080.8         | 16795.2         | 15006.9        
18   | 452.8           | 453.1           | 427.8          
19   | 7.5             | 7.4             | 6.2            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19134.4         | 18986.6         | 16852.2        
26   | 527.5           | 527.0           | 498.9          
27   | 9.1             | 9.1             | 2.3            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81339.4         | 79282.3         | 67989.0        
=================================================================
