COUNTRATE ANALYSIS: round_20.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10513.5         | 10402.1         | 8547.4         
2    | 562.9           | 561.7           | 529.1          
3    | 8.1             | 8.1             | 4.0            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30224.9         | 28713.3         | 23643.2        
10   | 2616.1          | 2610.5          | 2328.4         
11   | 97.4            | 97.6            | 91.6           
12   | 5.4             | 5.5             | 5.4            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12361.9         | 12163.9         | 10806.3        
18   | 272.9           | 273.0           | 241.5          
19   | 2.5             | 2.5             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13130.8         | 13041.9         | 11349.0        
26   | 395.5           | 395.3           | 356.5          
27   | 5.3             | 5.2             | 3.5            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70197.7         | 68281.0         | 57906.0        
=================================================================
