COUNTRATE ANALYSIS: round_25.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11282.7         | 11159.8         | 9191.5         
2    | 646.2           | 646.2           | 606.2          
3    | 11.0            | 11.0            | 7.4            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31849.3         | 30252.6         | 24760.3        
10   | 2941.7          | 2936.7          | 2604.8         
11   | 122.8           | 122.8           | 116.5          
12   | 6.2             | 6.2             | 4.5            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13165.5         | 12943.8         | 11515.2        
18   | 314.9           | 314.6           | 290.3          
19   | 3.5             | 3.5             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 14235.1         | 14135.4         | 12352.4        
26   | 440.7           | 440.3           | 412.0          
27   | 7.8             | 7.8             | 5.4            
28   | 0.5             | 0.5             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75028.4         | 72981.8         | 61866.6        
=================================================================
