COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10883.1         | 10760.6         | 8810.7         
2    | 606.7           | 606.3           | 566.3          
3    | 9.8             | 9.8             | 4.6            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30882.3         | 29378.1         | 24163.6        
10   | 2739.5          | 2735.7          | 2433.6         
11   | 105.2           | 105.2           | 99.3           
12   | 5.3             | 5.3             | 5.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15105.4         | 14861.8         | 13314.4        
18   | 360.9           | 360.8           | 339.1          
19   | 6.9             | 6.9             | 5.2            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16684.3         | 16554.8         | 14697.9        
26   | 443.2           | 443.2           | 416.7          
27   | 9.2             | 9.2             | 4.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77842.5         | 75838.3         | 64861.2        
=================================================================
