COUNTRATE ANALYSIS: round_2.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10991.6         | 10869.9         | 8930.3         
2    | 607.6           | 607.4           | 567.7          
3    | 10.6            | 10.6            | 5.4            
4    | 0.6             | 0.6             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31151.3         | 29604.9         | 24303.4        
10   | 2803.2          | 2798.9          | 2489.8         
11   | 108.9           | 108.9           | 101.5          
12   | 5.7             | 5.7             | 3.2            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14027.0         | 13793.6         | 12345.8        
18   | 322.1           | 322.0           | 299.8          
19   | 6.3             | 6.3             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 15387.0         | 15274.0         | 13502.0        
26   | 407.5           | 407.4           | 379.7          
27   | 8.1             | 8.1             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75837.8         | 73818.6         | 62928.5        
=================================================================
