COUNTRATE ANALYSIS: round_29.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11811.6         | 11682.1         | 9588.4         
2    | 692.8           | 692.5           | 642.3          
3    | 13.2            | 13.2            | 11.3           
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32775.0         | 31110.7         | 25312.3        
10   | 3229.0          | 3223.5          | 2852.6         
11   | 136.3           | 136.3           | 127.9          
12   | 8.2             | 8.2             | 5.9            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11844.5         | 11651.7         | 10371.8        
18   | 275.2           | 275.1           | 255.4          
19   | 2.6             | 2.6             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12776.0         | 12681.2         | 11042.5        
26   | 403.6           | 403.5           | 369.0          
27   | 6.0             | 6.0             | 2.8            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 73975.0         | 71887.5         | 60582.2        
=================================================================
