COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10288.4         | 10186.6         | 8324.4         
2    | 545.8           | 546.3           | 502.7          
3    | 7.7             | 7.6             | 2.4            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29763.7         | 28314.0         | 23309.5        
10   | 2554.0          | 2554.7          | 2264.0         
11   | 96.5            | 96.7            | 91.4           
12   | 5.0             | 5.1             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16284.4         | 16021.3         | 14306.4        
18   | 411.3           | 411.5           | 384.6          
19   | 7.8             | 7.8             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18134.2         | 18015.5         | 15936.5        
26   | 500.3           | 499.8           | 469.3          
27   | 10.3            | 10.2            | 7.3            
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78609.9         | 76677.7         | 65598.5        
=================================================================
