COUNTRATE ANALYSIS: round_20.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10421.5         | 10307.9         | 8434.8         
2    | 567.5           | 567.4           | 529.8          
3    | 7.6             | 7.6             | 2.1            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30014.1         | 28520.8         | 23488.2        
10   | 2585.9          | 2581.3          | 2300.5         
11   | 95.1            | 95.2            | 90.0           
12   | 4.4             | 4.4             | 1.3            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16341.2         | 16074.8         | 14358.9        
18   | 423.6           | 423.7           | 397.3          
19   | 8.3             | 8.3             | 5.3            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18279.1         | 18138.9         | 16049.6        
26   | 525.4           | 525.2           | 488.2          
27   | 12.3            | 12.3            | 11.8           
28   | 0.5             | 0.5             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79287.0         | 77268.6         | 66158.0        
=================================================================
