COUNTRATE ANALYSIS: round_7.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10597.6         | 10478.5         | 8602.2         
2    | 567.8           | 567.4           | 520.3          
3    | 9.7             | 9.7             | 5.7            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30283.6         | 28775.5         | 23703.7        
10   | 2610.7          | 2606.3          | 2314.6         
11   | 101.2           | 101.2           | 92.7           
12   | 5.6             | 5.6             | 5.2            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12287.1         | 12090.6         | 10770.0        
18   | 267.7           | 267.7           | 235.3          
19   | 4.1             | 4.1             | 2.0            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13099.4         | 13008.8         | 11367.5        
26   | 393.2           | 393.2           | 350.4          
27   | 5.2             | 5.2             | 0.0            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70233.5         | 68314.5         | 57969.6        
=================================================================
