COUNTRATE ANALYSIS: round_19.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10341.1         | 10228.5         | 8395.3         
2    | 560.4           | 560.5           | 527.2          
3    | 7.9             | 7.9             | 3.9            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29751.5         | 28270.9         | 23291.0        
10   | 2539.8          | 2535.3          | 2253.3         
11   | 97.2            | 97.1            | 85.7           
12   | 5.8             | 5.8             | 1.0            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14356.7         | 14120.0         | 12595.6        
18   | 344.3           | 344.3           | 323.0          
19   | 6.0             | 6.0             | 3.9            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 15721.6         | 15603.6         | 13719.5        
26   | 460.3           | 460.2           | 427.3          
27   | 7.9             | 7.9             | 4.0            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 74201.4         | 72249.0         | 61630.7        
=================================================================
