COUNTRATE ANALYSIS: round_4.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10818.1         | 10697.0         | 8768.8         
2    | 596.4           | 595.9           | 557.7          
3    | 10.2            | 10.1            | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30642.8         | 29121.4         | 23938.3        
10   | 2697.9          | 2694.1          | 2402.6         
11   | 103.1           | 103.3           | 97.5           
12   | 5.5             | 5.5             | 5.4            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17659.0         | 17366.9         | 15546.4        
18   | 473.9           | 472.9           | 443.3          
19   | 8.8             | 8.7             | 2.3            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19887.7         | 19737.6         | 17541.8        
26   | 575.0           | 574.8           | 529.0          
27   | 13.8            | 13.7            | 0.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 83492.8         | 81402.6         | 69833.9        
=================================================================
