COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10648.1         | 10527.1         | 8641.7         
2    | 577.8           | 577.3           | 536.2          
3    | 8.9             | 8.8             | 7.5            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30433.0         | 28904.9         | 23789.3        
10   | 2673.0          | 2666.7          | 2363.9         
11   | 102.7           | 102.4           | 94.3           
12   | 4.9             | 4.8             | 3.8            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14619.2         | 14376.5         | 12883.1        
18   | 333.0           | 332.5           | 313.6          
19   | 5.9             | 5.9             | 5.0            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16123.5         | 16002.3         | 14189.1        
26   | 435.2           | 434.2           | 407.4          
27   | 6.9             | 7.0             | 6.3            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75973.4         | 73951.7         | 63241.2        
=================================================================
