COUNTRATE ANALYSIS: round_23.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10777.3         | 10655.9         | 8742.1         
2    | 606.8           | 606.7           | 566.3          
3    | 9.9             | 9.9             | 7.6            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30893.5         | 29373.9         | 24133.7        
10   | 2741.3          | 2737.1          | 2434.4         
11   | 103.3           | 103.3           | 97.6           
12   | 5.7             | 5.7             | 2.8            
13   | 0.5             | 0.5             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12285.1         | 12079.3         | 10738.6        
18   | 274.3           | 274.2           | 256.0          
19   | 4.7             | 4.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13156.6         | 13059.9         | 11403.0        
26   | 397.6           | 397.4           | 367.7          
27   | 7.5             | 7.5             | 7.1            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71264.5         | 69316.4         | 58757.1        
=================================================================
