COUNTRATE ANALYSIS: round_9.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10372.5         | 10260.4         | 8431.5         
2    | 543.0           | 542.4           | 509.6          
3    | 7.8             | 7.8             | 1.1            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29755.0         | 28273.6         | 23307.3        
10   | 2521.9          | 2517.9          | 2247.3         
11   | 91.7            | 91.8            | 86.8           
12   | 4.8             | 4.9             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11391.8         | 11202.7         | 9971.7         
18   | 225.7           | 225.4           | 210.6          
19   | 3.0             | 3.0             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11967.0         | 11885.5         | 10341.6        
26   | 357.2           | 357.7           | 335.8          
27   | 5.0             | 5.0             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 67246.4         | 65378.2         | 55443.2        
=================================================================
