COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11723.0         | 11601.5         | 9531.2         
2    | 693.0           | 693.1           | 644.3          
3    | 12.6            | 12.6            | 4.4            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32531.0         | 30875.4         | 25151.2        
10   | 3176.1          | 3170.3          | 2821.1         
11   | 128.9           | 129.0           | 121.0          
12   | 8.0             | 8.0             | 7.4            
13   | 0.5             | 0.5             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17488.5         | 17198.6         | 15385.9        
18   | 491.7           | 491.6           | 460.3          
19   | 11.4            | 11.4            | 7.2            
20   | 0.2             | 0.2             | 0.0            
21   | 0.1             | 0.1             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19823.5         | 19664.8         | 17460.8        
26   | 589.3           | 589.3           | 544.2          
27   | 10.3            | 10.3            | 8.4            
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 86688.7         | 84457.4         | 72147.4        
=================================================================
