COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10986.2         | 10863.5         | 8938.1         
2    | 608.5           | 608.0           | 572.6          
3    | 8.9             | 8.9             | 5.3            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31115.2         | 29557.1         | 24253.6        
10   | 2795.4          | 2789.7          | 2473.3         
11   | 113.2           | 113.2           | 100.0          
12   | 6.4             | 6.3             | 2.7            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15097.8         | 14847.2         | 13245.2        
18   | 375.9           | 375.6           | 330.7          
19   | 5.8             | 5.7             | 0.6            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16635.6         | 16511.9         | 14531.7        
26   | 507.4           | 507.2           | 474.5          
27   | 9.1             | 9.0             | 6.5            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78266.4         | 76204.5         | 64934.9        
=================================================================
