COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10286.0         | 10179.0         | 8348.8         
2    | 557.4           | 557.1           | 523.4          
3    | 9.0             | 9.0             | 8.1            
4    | 0.6             | 0.6             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29662.5         | 28219.2         | 23241.2        
10   | 2519.4          | 2514.5          | 2246.2         
11   | 89.3            | 89.3            | 83.7           
12   | 5.4             | 5.4             | 3.8            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 10800.0         | 10630.8         | 9444.0         
18   | 225.2           | 225.2           | 205.2          
19   | 3.2             | 3.2             | 1.7            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11254.4         | 11176.6         | 9719.5         
26   | 326.6           | 326.5           | 296.0          
27   | 3.7             | 3.7             | 3.3            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 65743.1         | 63940.4         | 54125.1        
=================================================================
