COUNTRATE ANALYSIS: round_23.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10720.2         | 10593.2         | 8698.8         
2    | 586.6           | 587.0           | 551.6          
3    | 8.6             | 8.6             | 4.0            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30588.2         | 29074.9         | 23900.1        
10   | 2690.8          | 2684.1          | 2397.5         
11   | 103.2           | 103.1           | 97.5           
12   | 5.6             | 5.7             | 4.3            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11017.6         | 10835.5         | 9611.3         
18   | 244.3           | 244.0           | 215.5          
19   | 3.4             | 3.4             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11529.5         | 11454.5         | 9934.9         
26   | 357.9           | 358.0           | 333.7          
27   | 6.6             | 6.6             | 5.0            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 67863.1         | 65959.3         | 55754.3        
=================================================================
