COUNTRATE ANALYSIS: round_28.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11708.4         | 11580.0         | 9522.4         
2    | 688.1           | 687.9           | 640.9          
3    | 13.4            | 13.4            | 9.0            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32738.9         | 31083.7         | 25310.2        
10   | 3177.4          | 3172.6          | 2808.7         
11   | 133.1           | 133.1           | 124.3          
12   | 8.2             | 8.2             | 6.9            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17591.2         | 17297.5         | 15425.8        
18   | 497.6           | 497.4           | 459.1          
19   | 10.4            | 10.4            | 3.9            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 20000.6         | 19840.4         | 17609.1        
26   | 583.2           | 583.2           | 548.3          
27   | 14.9            | 14.9            | 12.8           
28   | 0.5             | 0.5             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 87166.9         | 84924.2         | 72481.5        
=================================================================
