COUNTRATE ANALYSIS: round_7.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10689.2         | 10564.1         | 8678.7         
2    | 575.4           | 574.8           | 539.6          
3    | 8.8             | 8.8             | 8.0            
4    | 0.5             | 0.5             | 0.2            
5    | 0.1             | 0.1             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30453.8         | 28941.6         | 23801.0        
10   | 2674.8          | 2669.0          | 2374.9         
11   | 101.6           | 101.2           | 94.3           
12   | 5.7             | 5.7             | 5.4            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15416.1         | 15161.7         | 13539.6        
18   | 388.1           | 387.9           | 363.3          
19   | 7.0             | 7.0             | 2.8            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17125.3         | 17006.8         | 15024.8        
26   | 492.3           | 491.9           | 461.0          
27   | 11.4            | 11.4            | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77950.5         | 75933.1         | 64893.7        
=================================================================
