COUNTRATE ANALYSIS: round_4.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10692.9         | 10577.7         | 8707.9         
2    | 575.9           | 575.8           | 540.8          
3    | 8.6             | 8.6             | 5.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30648.3         | 29144.2         | 23961.1        
10   | 2701.1          | 2696.8          | 2403.5         
11   | 101.3           | 101.3           | 96.6           
12   | 4.1             | 4.1             | 0.9            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12437.4         | 12232.4         | 10902.0        
18   | 267.9           | 267.8           | 241.7          
19   | 3.0             | 3.0             | 0.9            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13285.5         | 13196.3         | 11523.5        
26   | 403.0           | 402.9           | 369.6          
27   | 7.2             | 7.2             | 5.4            
28   | 0.5             | 0.5             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71137.3         | 69219.3         | 58759.4        
=================================================================
