COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11049.7         | 10927.8         | 8993.1         
2    | 620.6           | 621.0           | 579.8          
3    | 12.0            | 12.2            | 11.6           
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31344.5         | 29762.0         | 24383.5        
10   | 2862.6          | 2856.6          | 2537.3         
11   | 115.5           | 115.4           | 99.2           
12   | 5.8             | 5.7             | 5.4            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12146.1         | 11947.3         | 10653.0        
18   | 266.0           | 266.6           | 243.3          
19   | 3.3             | 3.3             | 2.5            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12975.0         | 12880.1         | 11224.9        
26   | 410.2           | 410.6           | 383.4          
27   | 6.4             | 6.4             | 2.7            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71818.6         | 69815.9         | 59119.8        
=================================================================
