COUNTRATE ANALYSIS: round_24.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11030.2         | 10905.1         | 8963.3         
2    | 611.4           | 610.9           | 574.1          
3    | 9.9             | 9.9             | 9.4            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31361.7         | 29799.1         | 24456.2        
10   | 2818.4          | 2814.1          | 2504.4         
11   | 111.1           | 111.2           | 103.1          
12   | 7.8             | 7.8             | 7.5            
13   | 0.3             | 0.3             | 0.1            
14   | 0.1             | 0.1             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17140.4         | 16855.5         | 15071.3        
18   | 463.3           | 463.4           | 435.8          
19   | 9.7             | 9.7             | 3.5            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19331.0         | 19173.9         | 17006.2        
26   | 554.5           | 555.1           | 524.9          
27   | 12.4            | 12.5            | 11.3           
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 83462.8         | 81329.5         | 69671.1        
=================================================================
