COUNTRATE ANALYSIS: round_8.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10587.0         | 10480.4         | 8603.3         
2    | 571.3           | 571.7           | 534.5          
3    | 8.6             | 8.6             | 7.4            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30389.7         | 28882.7         | 23738.8        
10   | 2647.9          | 2647.0          | 2352.4         
11   | 98.7            | 98.8            | 92.5           
12   | 5.3             | 5.3             | 3.5            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16367.5         | 16094.5         | 14389.3        
18   | 412.7           | 413.2           | 387.8          
19   | 7.8             | 7.8             | 7.5            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18251.1         | 18103.8         | 16024.2        
26   | 531.1           | 531.8           | 500.3          
27   | 11.0            | 11.0            | 7.7            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79890.8         | 77857.5         | 66649.4        
=================================================================
