COUNTRATE ANALYSIS: round_7.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10407.9         | 10290.2         | 8443.3         
2    | 547.1           | 546.4           | 503.1          
3    | 9.8             | 9.7             | 1.1            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29784.3         | 28314.3         | 23323.1        
10   | 2530.3          | 2525.9          | 2242.2         
11   | 97.6            | 97.8            | 92.5           
12   | 4.9             | 4.9             | 3.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17103.2         | 16805.8         | 15055.5        
18   | 434.3           | 433.9           | 410.0          
19   | 8.3             | 8.3             | 2.5            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19184.6         | 19037.4         | 16915.0        
26   | 525.0           | 525.0           | 493.3          
27   | 11.5            | 11.4            | 9.2            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80649.6         | 78612.0         | 67493.9        
=================================================================
