COUNTRATE ANALYSIS: round_12.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10455.5         | 10337.5         | 8471.5         
2    | 574.8           | 574.2           | 519.6          
3    | 8.8             | 8.7             | 2.4            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30110.4         | 28605.1         | 23534.7        
10   | 2596.5          | 2593.6          | 2298.6         
11   | 106.2           | 106.0           | 95.7           
12   | 6.4             | 6.3             | 5.8            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16830.6         | 16541.5         | 14816.5        
18   | 436.1           | 435.6           | 403.9          
19   | 9.4             | 9.3             | 8.2            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18760.9         | 18630.7         | 16554.0        
26   | 502.9           | 502.9           | 476.8          
27   | 9.1             | 9.2             | 3.1            
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80408.7         | 78361.6         | 67190.8        
=================================================================
