COUNTRATE ANALYSIS: round_8.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10663.6         | 10545.7         | 8655.8         
2    | 584.1           | 583.5           | 544.6          
3    | 9.5             | 9.6             | 6.5            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30411.2         | 28913.6         | 23796.9        
10   | 2625.1          | 2622.2          | 2337.5         
11   | 99.7            | 99.4            | 94.5           
12   | 5.1             | 5.1             | 4.7            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11338.7         | 11152.4         | 9917.7         
18   | 242.7           | 242.3           | 226.9          
19   | 2.7             | 2.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11913.4         | 11828.3         | 10309.2        
26   | 356.5           | 356.5           | 328.5          
27   | 5.7             | 5.6             | 2.3            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68258.5         | 66367.6         | 56225.1        
=================================================================
