COUNTRATE ANALYSIS: round_30.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11755.1         | 11625.3         | 9537.4         
2    | 684.8           | 685.0           | 625.2          
3    | 12.0            | 11.9            | 8.2            
4    | 0.6             | 0.6             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32739.2         | 31075.8         | 25300.2        
10   | 3216.4          | 3210.1          | 2843.9         
11   | 136.1           | 136.2           | 128.1          
12   | 6.7             | 6.6             | 4.9            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15090.3         | 14847.2         | 13253.3        
18   | 391.3           | 391.2           | 368.5          
19   | 5.2             | 5.2             | 4.4            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16744.0         | 16614.9         | 14632.1        
26   | 510.3           | 510.7           | 481.0          
27   | 9.9             | 10.0            | 8.4            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81302.7         | 79131.4         | 67195.5        
=================================================================
