COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10817.1         | 10697.7         | 8794.9         
2    | 600.9           | 601.3           | 544.6          
3    | 10.6            | 10.5            | 9.8            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30750.0         | 29242.2         | 24026.2        
10   | 2722.7          | 2720.0          | 2420.1         
11   | 101.6           | 101.5           | 96.2           
12   | 4.9             | 4.9             | 3.7            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16825.8         | 16541.2         | 14794.2        
18   | 441.6           | 441.3           | 415.4          
19   | 8.5             | 8.5             | 0.2            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18835.5         | 18686.7         | 16544.1        
26   | 549.6           | 549.8           | 515.4          
27   | 12.0            | 12.0            | 11.2           
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81682.1         | 79618.9         | 68176.0        
=================================================================
