COUNTRATE ANALYSIS: round_9.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10693.3         | 10596.9         | 8679.0         
2    | 588.3           | 590.5           | 552.5          
3    | 10.6            | 10.8            | 9.4            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30625.9         | 29108.2         | 23915.0        
10   | 2693.1          | 2690.2          | 2392.5         
11   | 100.5           | 100.3           | 94.5           
12   | 5.3             | 5.3             | 2.9            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11365.5         | 11183.8         | 9961.1         
18   | 245.0           | 246.1           | 220.7          
19   | 2.2             | 2.2             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11925.2         | 11849.9         | 10337.6        
26   | 361.0           | 360.1           | 336.7          
27   | 4.7             | 4.7             | 2.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68621.2         | 66749.7         | 56504.5        
=================================================================
